SELLER_ID,TOTAL_LIVESENDS,TOTAL_CLIENT_OPENS,SELLER_GROUP,SELLER_SUBGROUP
7a25b6b2-3981-4411-bb48-18c6518ec7a3,1,1,GLMKT,SMB
d6ac38e1-2b2a-4507-a4f7-81799ceaf1bc,5,1,SYS,Core Hardware
cdf271f5-297b-4860-8144-d6284065b52d,6,2,Security,Security
6b166d20-6751-4ddd-8274-f4adf71d3d4e,8,2,Watson Health,Watson Health
f2a3a78f-edb5-447e-9d50-a05a5a3a8102,171,11,GTS,IS
331c9ea1-d9f5-4b35-9496-aea02aaf6150,1,1,Cld&DataPltfrm,HyCldCrsBrand
eeae4a02-1aef-49ef-87cc-ba8dc607b6c4,2,2,GTS,IS
67dae5e6-c69e-4e1e-a214-3f95ae0d54a7,5,2,SYS,Core Hardware
1bdc1da6-dd39-4bcd-9c8e-84ea5369b909,2,1,Cognitive Apps,AI Apps
a8d38545-69d4-4a39-b96d-e589136594ed,82,0,Cld&DataPltfrm,HyCldCrsBrand
2ca302a8-fca5-4499-9929-9633cf4ea965,39,7,SYS,Core Hardware
26451b6f-940e-42e5-82f3-492df185b622,5,4,GLMKT,SMB
e4405ac8-f1ae-4f99-a755-9547cc8af39a,3,1,Watson Health,Watson Health
73ac27e6-0cc4-44e1-9492-6cc770c9f214,18,7,SYS,Core Hardware
8a3210eb-e43b-4968-95f3-5b2396457985,9,1,Cld&DataPltfrm,Data & AI
4bf63b89-e2ac-445a-9c56-3811752f3ddd,2,0,SYS,Core Hardware
dd6a8cd4-c46b-4167-9d4f-88c5850aa177,1,0,GTS,IS
e8fddcb5-c111-4cc7-8dc9-d46d334125d4,2,0,Cld&DataPltfrm,Data & AI
5141a80d-ef38-45ff-8ada-8d1cb6dec760,5,0,GLMKT,SMB
5da2edf9-890c-47e3-8303-d7963ec02470,16,0,GLMKT,SMB
a2f0ec9f-69c4-4bcd-b6cd-355cc9a73054,398,0,Cld&DataPltfrm,Data & AI
d278f573-721c-46d0-8349-dd38ce4c56b6,1,1,GTS,IS
cd9805df-7db0-4966-a076-f349cef138a4,1,1,GLMKT,SMB
33e45430-f6cc-4241-bf1d-2e13d5120e05,1,0,GTS,IS
0639b55d-8503-4e07-9191-eb57e1ef82b6,8,2,SYS,Core Hardware
38e4d865-757f-4fe7-b315-36f21f9e81ce,2,2,SYS,Core Hardware
f2dad59f-e44c-465b-bfb8-4451eae1fd08,27,12,GLMKT,SMB
096a3e7c-9d74-4015-8682-08e1e12dba06,1,0,GLMKT,Digital Sales
af708904-371f-47b9-b630-477215c8b5a1,1,0,Cld&DataPltfrm,Data & AI
4dc8ae75-de17-410f-a4fc-bc88d99c2bca,1,0,GLMKT,ISU
c30d42a9-dd88-4f1c-b747-779411d0c7f8,1,1,GTS,IS
1f1cbc4f-1ed3-4767-b573-c265de03e37a,3126,18,Cognitive Apps,AI Apps
8cdabc36-265e-40fb-b27b-132f6c121d21,11,6,Security,Security
f70ff6db-5d87-431b-be37-1d2ae5c2adb7,2,1,GLMKT,SMB
19b05b17-2e63-4830-b2a8-822a121c2aff,3,1,Cld&DataPltfrm,Data & AI
cd738cb3-aa17-42a2-a691-cffc349385e5,56,0,Cld&DataPltfrm,CloudIntSW
fcac360e-01fe-4221-aa64-48d70c3a5f5d,2,1,SYS,Core Hardware
d7e4bfff-cde3-478c-8d06-5891ea12be1b,29,1,GLMKT,SMB
faadea87-83fa-4dfd-8e37-0df522b37a4e,1,1,GTS,IS
961c3d4c-c3af-49be-801b-588bad24dfdd,1,0,Security,Security
5a264bed-75b2-45d8-b673-26375ef3fa8f,1,1,GLMKT,SMB
b693eb74-d5be-4d61-83f4-45b489f48a0b,1,1,GLMKT,SMB
ad906c3e-d439-4f10-a737-d830445c6a16,5,0,Cld&DataPltfrm,Data & AI
912a4503-66d3-4072-85e3-6a12bf02a521,2,0,SYS,Core Hardware
e66bd8ed-a57e-472d-abe2-5953b44c1f2d,1,1,GLMKT,Digital Sales
f5255a22-b6c8-4a1f-9fe1-32bd4f19e382,1,1,SYS,Core Hardware
3c77d7be-1dde-43fc-bba5-15fbe6fe01af,6,0,GTS,IS
7485d2e2-020c-42cd-b0b4-0592b0b9bb72,92,9,GLMKT,Digital Sales
5859ada2-e255-4182-98ab-97ee85309b73,1,0,GTS,IS
4e87a99a-4f57-47b3-a5f8-d6254dd56c5d,1,1,SYS,Core Hardware
d12663cf-4f00-4d1e-9a6a-8036985ee169,5,2,GBS,GBS
5e806317-7175-43de-8f7d-080a7863bb37,1,1,GTS,IS
a93dc427-5a97-41cf-b490-8f4694d8f4aa,8,6,SYS,Core Hardware
8080d064-d4e2-49a8-8e43-333e804a1ba5,1,0,GTS,IS
6e2f9ab5-1903-4ef9-9f85-d7d07d520070,3,1,SYS,Core Hardware
5b98a593-f1ba-42b0-8dbc-d1aa796d363f,1,1,SYS,Core Hardware
ab415c55-9793-4ff2-ab16-8ac808efdfed,3,1,Cld&DataPltfrm,CloudIntSW
7f68e241-9599-464c-a943-8271a15c1463,3,2,GLMKT,SMB
2843b96c-cfbb-4db6-8b02-8fc85017b82e,510,0,SYS,Core Hardware
b47b4acf-bce3-4589-8ca5-4e4909110578,10,8,Cld&DataPltfrm,Data & AI
2f0ad3ba-887b-42d0-9e47-943852c7c930,5,0,SYS,Core Hardware
2a53a629-a915-4c8a-8203-693eaad0ac53,1,0,SYS,Core Hardware
9a4901f4-5b2d-44d7-9a0f-00454a083cd7,1,0,GTS,IS
7fc505b3-ea31-42b9-b296-2381b5348bbf,1,0,GLMKT,SMB
ba31b5f6-3a1e-41a1-9954-139129b76dfc,1,1,SYS,Core Hardware
ded403d4-6b2a-4a03-bf62-00bb12d104e0,7,5,SYS,Core Hardware
bd604b58-bef4-4e95-9c55-74bdc2672976,15,5,SYS,Core Hardware
975584a8-1a64-45d7-8aee-4cfbbc19e55c,1,1,GTS,IS
f5aa64bf-0db6-4057-a11e-2c0305907ac8,4,0,SYS,Core Hardware
6cf4e0ba-9566-477c-8d07-16cecdb7a94c,2,2,SYS,Core Hardware
6ec8acd9-4452-488a-8d01-d118567dd19a,3,2,SYS,Core Hardware
f5292ee1-5e33-45aa-a90b-0323f9f1f54a,371,1,GLMKT,Digital Sales
8587fb79-4ae3-4435-864b-78b67c80e6a4,8,1,GBS,GBS
171e7355-c901-43d3-83c2-541b966bb2ed,3,3,Cld&DataPltfrm,CloudIntSW
6c27393e-2411-421d-bf26-6ab86caaf722,7,6,SYS,Core Hardware
77432240-1ec3-417b-9d7e-435e3760aded,1,0,GTS,IS
692eec31-f5de-4ce5-b133-94c390cb9683,3,3,SYS,Core Hardware
511a50f0-de80-4027-8e26-c8b7f315e34f,74,3,GTS,IS
cc9a7cae-37f8-47cd-9cf5-2d24f97e936c,2,2,Cld&DataPltfrm,CloudIntSW
759091f1-ae84-4ff4-8e71-2206453b4fb7,1,1,GLMKT,SMB
309c56dd-408b-48b4-9b67-5c2a066868fe,1,0,GLMKT,SMB
8b16a033-64df-4b20-b462-43b1bc67a9fc,2,0,GLMKT,GLMKT
0de8dbe9-9835-45bd-9931-804cd2e1d5ea,1,1,GTS,IS
05e4adce-2357-400f-9c90-1ca952fa588f,4,0,SYS,Core Hardware
4bfdcc3c-f6fd-45f8-a3f3-64cf79cb54b4,1,0,GTS,IS
a85691a1-893d-4512-849f-4497e853e77e,2,0,GLMKT,SMB
18c4a838-e2af-4903-b914-e4a1ecdf8187,23,2,GLMKT,ISU
dc11ea69-21ed-4a1b-a319-b21185cfc5f5,1,1,SYS,Core Hardware
5aca8d62-5688-48c2-b2e1-528e1f96a70f,2,2,GTS,IS
00bbc078-7bdf-4e10-a449-626e0f49678b,1,0,GLMKT,SMB
0bceec46-cfaa-4d1d-af71-d2a2bcc39026,1,1,GTS,IS
b11cab47-f72e-462b-9e4f-d3eb746ea4c6,1,1,GTS,IS
cf8387eb-767d-40cb-b320-c205bf7bb875,28,6,SYS,Core Hardware
1df44d97-3aa3-484d-b843-67b73c1de3b4,1,0,GTS,IS
e577caf6-f16d-4314-bc4a-c9b9b24ae282,2,1,SYS,Core Hardware
c560cc87-07a2-430c-a960-f688a36cf0d2,1,1,GLMKT,SMB
1acf58ac-7882-49a2-ae54-adb74b63c21c,4,3,SYS,Core Hardware
1dddf85e-da2b-49e7-b0ff-9229207adcd3,2,0,SYS,Core Hardware
27782030-f065-4be2-b994-bf61b56b6c94,1,0,GTS,GTSTop
0f09b78e-0bc3-42b2-9343-404ccbf1a0a7,1,1,Cld&DataPltfrm,CloudIntSW
aa22ffc8-9462-4387-988f-db6ba061171b,6,2,SYS,Core Hardware
173c6a64-f8b7-4518-b237-38163bee5b22,1,0,GTS,IS
23d5027e-af8b-41ef-a3d5-1df0782d4aea,1,1,GLMKT,SMB
2a3154c2-c2d8-4074-9350-5f27c1d73ba5,47,5,SYS,Core Hardware
40dea0f8-44cc-4a34-8c36-7db7c849074e,1,0,GTS,IS
887677ba-ff7e-42b1-bcf9-8f1d4ccb6ef1,1,1,GTS,IS
252d8998-debe-4133-923d-c0f73b0ddbe9,5,3,Cld&DataPltfrm,CloudIntSW
72e51e0a-5b86-4934-bcf7-8e8b9b8b0f6e,1,0,GTS,IS
b142dd1f-67a6-4ec8-aea2-41c2bf0db53f,6,3,Cld&DataPltfrm,CloudIntSW
903545a0-b48b-4240-b925-286727dca206,76,8,GLMKT,SMB
4984d6a6-7604-4112-b6dc-c1c2495ed8d5,1,1,Cld&DataPltfrm,CloudIntSW
351f4030-4def-464b-a212-e13fd52090bd,153,4,SYS,Core Hardware
564098b2-3e69-460b-b36b-da5202e17ea4,3,0,SYS,Core Hardware
2ab390fd-47b6-453f-9426-6af73da7cc7f,1,0,GTS,IS
f0df15b5-93e2-415e-9b7b-5a8019678d21,2,1,SYS,Core Hardware
80176450-bbda-4580-b8f3-a2bec3559648,3,2,SYS,Core Hardware
92ae299c-09da-4ad5-9a80-bd75d173635f,1,0,GTS,IS
2c9861e4-b69d-409e-a221-4544f9d329d9,1,0,Cld&DataPltfrm,CloudIntSW
b2720afc-b4e5-4e82-ad1d-35398c63d395,3,0,GLMKT,Digital Sales
582843b0-cb96-4c24-91ab-505ff123fd9f,1,0,GLMKT,Digital Sales
85632f2a-f426-45b4-b8d5-12dcb817cbf8,1,0,GTS,IS
6315c0a2-dc6c-41ee-854d-448c0e755560,1,0,GTS,IS
1969943c-cf8f-45a8-8afc-090e1ed4be57,2,2,GBS,GBS
5ea14d26-0e5e-47a4-b3e4-33bd4878874d,5,1,SYS,Core Hardware
d64ebe75-e37c-4494-974c-d073bd9f55fe,473,0,GTS,IS
58ccdac2-a2d7-41c5-9fc3-d4bf56edd5dd,7,6,SYS,Core Hardware
d35096fd-df5c-429f-bc43-fd8a316a83ea,1,1,Cld&DataPltfrm,Data & AI
a986ce27-1132-416e-a84c-f2c50f31bec9,3,2,GLMKT,SMB
afc2648e-5464-4b92-be3a-18b47f4c6955,1,1,GLMKT,ISU
d94ce9fd-2179-4eac-b03e-d032eb148e15,1,0,SYS,Core Hardware
917a4b3d-2295-4cac-abc1-20b0af123c2d,660,19,GLMKT,SMB
41f71d05-0fb8-4f2b-8c6c-eb4727643681,2,2,GLMKT,SMB
fde03249-b96b-4efa-b715-53e5bb54cfbe,113,4,Cld&DataPltfrm,CloudIntSW
2a8ffa8f-cf16-46c3-b5b8-3a0b025388d8,1,0,GLMKT,Digital Sales
d70288ca-9644-4b11-946e-8461767058a6,2,2,SYS,Core Hardware
44d99568-0fb8-4d21-b69a-8b8c50ea8f57,39,0,GBS,GPS
e24e7bc4-3cc1-44a4-89e3-3bdb9dffaad6,1,0,GTS,IS
9c561043-896c-4c6a-9335-c1dacc0964a8,5,4,Watson Health,Watson Health
5b301a93-e82b-416c-8dd3-c79b694c4269,20,10,Watson Health,Watson Health
6f5dc063-1f2e-4e12-bd33-0e108aa7bb3c,1,0,GTS,IS
cfeaea6e-0562-4449-a408-77a882aa4a84,65,2,Cld&DataPltfrm,Data & AI
60e056d5-3f60-4a07-9995-1433d3a639d6,1,0,SYS,Core Hardware
1405afc6-754c-4ff0-bdba-27c417e743ba,9,1,SYS,Core Hardware
4f80db24-86e6-49ec-bccf-d1773c5342ed,1,1,SYS,Core Hardware
73641350-4d38-492f-9d60-5ea2395aa9ad,1,0,SYS,Core Hardware
a58617fc-f18b-4e7b-a305-4c9fe1ca32ac,1,1,Cognitive Apps,AI Apps
fe2f70ae-2f28-4aa3-9ba8-1930c9a8b118,1,0,GLMKT,Digital Sales
3f55ce4d-8e95-4a50-bbe6-81ff7afe9663,1,1,GTS,IS
d0a75d9d-ba6c-4041-82f5-bbd6c308bb4b,1,0,GTS,IS
75dcb4ef-7ac4-4b76-bb0e-40fc182c9580,1,1,SYS,Core Hardware
323dd67d-bb81-475f-a9e0-632167d7c6ff,1,0,GLMKT,ISU
78752699-954f-4974-a494-fc32e22501b9,1,0,SYS,Core Hardware
dc6407d3-062d-45b9-aa31-adc1a0f25c5b,2,0,SYS,Core Hardware
8fb212c1-37f2-4db5-8b79-2545b9e14070,4,2,SYS,Core Hardware
06ac2c6b-e876-4166-8fdb-3bf4861439f9,1,0,GTS,IS
5156c749-8140-43fb-be09-a49499d8f507,1,0,Cognitive Apps,AI Apps
0cbaf69e-a8ec-4749-aa38-2006b8f1ebb7,1,1,SYS,Core Hardware
833e98b1-2ea9-44d0-86b6-2061a27d9a7c,1,1,SYS,Core Hardware
35473904-72f0-4ddd-ab79-b3dae62751d8,4,3,SYS,Core Hardware
5d99fe0f-2102-409d-afb9-57423a7ae208,1,0,SYS,Core Hardware
f11eabdc-fe04-4507-993b-35d62927bcec,2,1,Security,Security
1f67e3d9-c881-4b30-a216-755642c27854,1,0,GTS,IS
da2fb36b-1869-4687-a3ac-184e9815413f,1,0,Cld&DataPltfrm,HyCldCrsBrand
c824836b-4d4e-4dab-aadf-efe949b737e8,3,1,SYS,Core Hardware
71870ff7-557b-4445-b805-d7cd8e81d286,5,3,Cld&DataPltfrm,HyCldCrsBrand
7adeea10-d868-4c39-b5c4-dbac2acc548d,1,1,GLMKT,ISU
95c965de-062e-4d8b-9bda-5d000cb2d9e6,1,0,GTS,IS
e76fc478-7090-4d51-aa2a-8c5966eefe3f,1,1,GBS,GBS
e24e22ba-0b98-46e7-b064-3cfa0f1c83ee,1,0,SYS,Core Hardware
b8a73556-58b1-4319-b3d7-fd7c2697484c,2,2,Security,Security
0f0d3973-9479-4c3d-9ab4-5ef5b4305b1b,4,3,GLMKT,SMB
b7735f20-4c94-4853-9a45-84eaa5108fb5,1,1,Watson Health,Watson Health
905afe4f-77e7-4c8a-968e-0176da3d7e59,1,0,Cld&DataPltfrm,CloudIntSW
9de9afec-4c43-4e15-8aad-9660a925278c,10,4,SYS,Core Hardware
df37b700-a9aa-4b92-a133-f44f21884d39,2,1,Cognitive Apps,AI Apps
868e0dac-27f5-43fc-b60b-3bb3a04566de,1,0,GTS,IS
ac649bbc-cea3-4d68-a909-f69a0caa856d,2,1,GTS,IS
7d2ae0e8-2ec8-409c-b2b9-0cf37dd5831a,1,1,GTS,IS
4db3b8be-6215-4f4b-ae7d-421debf88d50,4,1,GLMKT,Digital Sales
dd9af81b-d227-4cd1-9cc0-c616ecfad81f,1,0,GLMKT,Digital Sales
08e370fb-808b-4ca4-9b55-2c9609638adb,37,7,GLMKT,ISU
7f87b56a-e790-4320-9959-0806bb84c307,1,0,Cld&DataPltfrm,Data & AI
2e44b506-c629-4fcf-951c-5c5af0a9bb11,2,2,GTS,IS
f67f256c-07fb-4e6e-91f0-74d7ac8ec620,1,1,Security,Security
62c9410f-7880-4219-8e96-ff393c4bbc53,5,3,SYS,Core Hardware
911c690e-7f0c-40e2-ae7d-8c5002e8964a,3,0,GLMKT,SMB
75acde21-40db-4237-91cc-2191946bea74,1,1,GTS,IS
18b08bb8-af0f-4ac8-9a50-994603e431a7,7,1,SYS,Core Hardware
894c3123-564c-49ed-8a83-48cbf39c3dbd,9,0,GTS,IS
c0d05d3b-6b67-4a1d-b5a7-60e4261c59fd,68,1,GLMKT,Digital Sales
ddad396b-73c4-4604-9f25-c8396ff9ed31,1,1,SYS,Core Hardware
3db6bd90-9a48-463a-9dc1-d1d188fb09c5,1,0,GTS,IS
60f85552-2341-4deb-8f13-7c8e2ddaac9d,57,6,Cld&DataPltfrm,CloudIntSW
9a49f8c9-9655-490e-805e-4d9b170bb642,3,3,SYS,Core Hardware
ece9b1cd-7700-4f6d-8371-85e4e94a5e32,1,0,GTS,IS
ef6986a8-6b4f-4d23-bf38-d8ab378a8508,17,4,GBS,GBS
91d99b56-d429-469a-9441-e79dda0896b3,1,1,GLMKT,ISU
34965a05-4009-4af6-849b-31486758ffe7,4,0,SYS,Core Hardware
4e05ef46-d83e-4a22-a873-2ae9931b0ba5,4,2,SYS,Core Hardware
6f2a00bb-01af-4dc8-b7b6-e364140c06cd,1,1,GTS,IS
8da013c0-89e9-41d5-b14d-8babc5ac9d67,2,0,Watson Health,Watson Health
c4e4c78f-3a57-4a04-bea3-b3af64602507,2,1,GTS,IS
2e589db5-8e27-4b6e-8be6-1e89b92f5c94,2,0,GLMKT,SMB
9982aff2-f428-4948-ae9b-61ef3d50c166,1,0,GTS,IS
0c492b65-3f54-456b-8b2c-077100f8d8fa,5,0,SYS,Core Hardware
82d269d0-977e-4499-9974-fd1d54a7e23d,3,1,GLMKT,SMB
02642afa-c5f4-4b16-983e-e4bb14a8e8b7,1,0,SYS,Core Hardware
f85289b4-652f-448e-8492-0092d6bb75af,1,1,GTS,IS
f3ec6b56-6e16-21b3-7f5b-5f0523def78a,6,3,SYS,Core Hardware
3e7ef3bd-5662-406c-85a8-3687feb16782,1,0,SYS,Core Hardware
9d702677-421f-43c7-b16d-2e7f8fc39551,1,1,GLMKT,SMB
e452c543-64d9-4047-83b5-38fc029576bc,1,1,GLMKT,SMB
db007790-7aa3-4f0b-a897-c056fc3a3c70,1,1,Cld&DataPltfrm,HyCldCrsBrand
f269d041-b681-4a3f-a1a8-edc02db45ef3,75,1,SYS,Core Hardware
f6e004de-f013-4456-abed-e656ebebda8e,8,2,GBS,GPS
23c21011-f53f-451e-9774-ec8fa2c6dd2f,1,1,GLMKT,GLMKT
d3a50246-af29-462b-a0c6-2753d08e1d8b,1,0,SYS,Core Hardware
d9ba8830-fd9e-4a10-89a3-ca773a35646f,1,0,GTS,IS
c66fb2ae-3262-4054-8e10-76459c266fe1,2,0,SYS,Core Hardware
778631fe-9eeb-4905-a010-f08c52654e95,1,0,GTS,IS
d2c0adb0-16aa-4ec7-bab1-35b61b428f37,7,3,Cld&DataPltfrm,Data & AI
34609672-793f-4c10-8af3-bf98f4b55341,5,3,Cld&DataPltfrm,Data & AI
653d59ae-345b-4f06-8d60-b2e3632b7f3d,1,0,SYS,Core Hardware
e7c537d4-3720-4298-85ea-5c051b8a8816,5,0,Security,Security
b332b1d1-c875-4089-809e-e48be0b282bc,61,0,SYS,Core Hardware
d6de4a0c-99e5-4e98-aa20-f463997290d5,11,2,SYS,Core Hardware
4918f1e5-cc7f-4991-aeea-ef68b74d86fd,101,10,Cld&DataPltfrm,HyCldCrsBrand
621554fd-edd5-4c99-99f2-9fb4b43bd179,7,2,SYS,Core Hardware
6b8b15ed-995e-4ed2-84d4-d0f10a7f2b93,1,1,GLMKT,SMB
3432f811-7060-4c41-8d29-c3db79b07896,1,1,GLMKT,SMB
05ed8924-014a-4705-9f55-91097dba0912,5,1,SYS,Core Hardware
cdb81b80-7821-4208-9924-b401e8e903a1,2,2,GLMKT,SMB
5f242dea-aa61-4cf0-b655-bf1fc80599ef,1,1,GLMKT,Digital Sales
25a1128e-9175-4327-84ca-947bf5ced866,1,1,SYS,Core Hardware
40b060e9-f71d-41a4-8ba3-8a7cc3be9c5f,1,0,SYS,Core Hardware
4d1cbaa6-4d07-49fa-bfef-0cb7debd0057,1,0,GTS,IS
7db9f137-2bc2-40ab-b8a9-9f2c473a97b2,7,4,SYS,Core Hardware
2d0bf559-c7f5-4782-b31c-eb8fa00595a7,1,0,GTS,GTSTop
cd48d05d-1e80-4b0c-a22a-760295352fa5,1,0,GLMKT,SMB
b4abfdb1-d9ab-4cc8-bbc3-c45028a76b0a,4,1,GLMKT,SMB
91573ccf-f773-4cd5-b167-10b087edacd8,1,1,GTS,IS
4cddf8b6-4a6e-4775-a695-432bd1ae2ba3,4,0,GLMKT,SMB
0f4aa616-405c-4ef8-96ed-9266e9cb2180,1,0,GTS,IS
38942ff2-d6d2-499d-99d1-6c6b9b769ab6,12,7,SYS,Core Hardware
8fe64d91-fb46-428c-b694-0f1838d30339,3,3,GLMKT,SMB
3def11cd-356e-4de7-88bf-08625131acc6,1,1,GLMKT,Digital Sales
5127f396-2789-47df-b224-ccca9bd8c08b,2,1,Cognitive Apps,AI Apps
2c623f23-9dd1-4bd1-aebe-e593fd97f151,2,2,SYS,Core Hardware
088c85e9-0d64-43b4-94e6-e1f15f5c179f,15,5,SYS,Core Hardware
4d7d02bc-cd99-4594-864c-f74a28b1d3eb,4,0,GLMKT,SMB
51af7e41-5a9a-4e6d-8c98-4042f2a79a4c,5,1,GBS,GBS
ece21a82-069e-4044-81c3-e72bcb22eab1,1,1,Cld&DataPltfrm,Data & AI
ca1947d3-a524-4df2-863a-59110126fa4d,9,1,SYS,Core Hardware
5afa5445-8934-4d0c-920a-79bc8805f92e,1,1,GLMKT,SMB
ac586bc4-02bd-4012-ae09-b15071d20c23,87,0,GLMKT,SMB
dcbadceb-3797-47a5-88b2-f4f535117b9a,1,0,Cognitive Apps,AI Apps
a1291809-0a34-420a-bb38-2f25bbb6df2a,1,0,GTS,IS
95a10084-e8af-4063-8372-7b8e2ca51ffb,2,1,GLMKT,ISU
a19a87ba-bd3b-419d-b9a9-c7be4fff6c9f,1,1,SYS,Core Hardware
c1957fcf-3c04-462b-8953-8b18ef33296b,1,0,SYS,Core Hardware
f72271ee-ee7c-4624-b207-2460c21f274a,2,2,SYS,Core Hardware
083f8ae0-8a50-4c53-baa0-9daf7415a88b,4,3,Cld&DataPltfrm,CloudIntSW
707c52a9-9f7b-4861-9f03-c02a730560ad,5,2,Cld&DataPltfrm,CloudIntSW
6a36ebe8-9bb1-4fa4-a1d6-86f8958e7963,1,0,GTS,IS
ab30b20f-2849-4b63-82ed-f93899b70cea,1,1,SYS,Core Hardware
0cd61012-a254-4c04-9ec2-4ffa5c7dca06,2,1,GTS,IS
b3a551a6-5b7a-4c81-b2f7-947b8e70c7f1,1,0,GBS,GBS
4baaee07-667f-4a64-9aec-f6da095719f9,1,0,SYS,Core Hardware
61b47424-f9c3-4a10-b96e-0bece7699222,1,1,GLMKT,Digital Sales
9604ec31-4192-4288-9436-bd846a4839f3,1,0,SYS,Core Hardware
5f849afd-5526-4c7c-83f5-886431badc6c,5,1,GBS,GBS
31b6af41-741c-4010-92e5-1479c86c5702,5,0,SYS,Core Hardware
de9cb4f5-16a3-49a3-84a1-c004c2f17416,47,0,GLMKT,Digital Sales
e8f142c8-e7d4-43a5-ab58-4b0de08d193f,2,1,GTS,IS
667ea2d7-1d79-4f04-8018-a4001993479d,16,4,GLMKT,ISU
b4cba7f7-6a0d-46ba-89ef-f86ce66bbfe8,1,1,GTS,IS
e229f063-0161-4141-8864-1677b6fa41ad,1,0,GTS,IS
293ed395-bf12-42c0-8ff2-76b359ba65ba,1,1,SYS,Core Hardware
79270887-5d34-47f8-be25-62ef9b77ac48,1,0,SYS,Core Hardware
1a963969-ba47-4d82-8f90-f9a18629c0d1,45,7,SYS,Core Hardware
c3e6af08-12f5-4670-ad25-77801c794cdd,1,0,SYS,Core Hardware
bf932bd2-4e80-4ba9-9209-02232ab0e7c7,1,1,SYS,Core Hardware
5071da75-9dcc-40df-82df-e13f3b993838,1,0,GTS,IS
81cd1361-7661-44c4-86d1-1375361b9792,1,1,SYS,Core Hardware
a60f6ccf-97a5-43bf-b8ca-0c6040e295c9,1,1,GLMKT,SMB
3c283c9c-38ac-4840-b3f7-c7ffcde3b69d,4,0,SYS,Core Hardware
e20556a0-e143-4f00-94a3-84a9449ec464,2,0,SYS,Core Hardware
51bdf7e5-d5fa-41b5-892a-2fc45d5eb42c,293,2,Cld&DataPltfrm,Data & AI
727bf796-a5c7-4a5d-bab9-f6e5a5e60010,4,0,GLMKT,ISU
1b887cc8-0000-44bc-a6f7-526543b8bf09,25,0,SYS,Core Hardware
8da9fef8-0c20-4970-8493-b489a1091e1b,1,1,GTS,IS
088317d3-9ee4-41e6-af88-32b9f0f06ecb,1,0,Cloud,Cloud Platform
404490bc-5ce1-412b-8bd9-d44bc0fa9b21,6,2,SYS,Core Hardware
d82d74b5-50d4-43ad-a6b6-d7181784eadb,1,1,GBS,GBS
db114f73-bee3-44f6-9834-e59602ac9049,1,1,Cognitive Apps,AI Apps
d28b0b3b-9d84-43a4-9c04-84cad389fe1a,1,1,GLMKT,ISU
f587a5cc-452b-43b9-8375-9a1c849b5044,1,1,SYS,Core Hardware
5bee8ace-1959-457c-9a4c-c04774ab57f7,2,0,SYS,Core Hardware
5d17f3ca-6ff5-426e-b3d8-8a7b5bd37e09,1,0,GBS,GBS
7ebb432c-1f40-48fc-953f-7393efc85884,1,0,Cld&DataPltfrm,Data & AI
9569544d-2199-4671-8600-442e37424a88,374,1,GLMKT,Digital Sales
80eb7d1b-1218-411e-b0c5-9404dc1c8b47,5,1,SYS,Core Hardware
11d72000-ea68-4e62-a316-5dec95957742,8,4,Cld&DataPltfrm,CloudIntSW
471218b4-d458-4ee2-aa2d-56ba38391d91,1,1,SYS,Core Hardware
7973e764-e2ea-4948-b7a1-b126e9b8c3db,1,1,Cld&DataPltfrm,HyCldCrsBrand
5d548eca-6443-4aca-9a11-0c8c83563648,8,2,GLMKT,SMB
090eb02b-107f-4aef-a8a6-7ebaf6c1e7c5,2,2,SYS,Core Hardware
cf312fb7-ee5a-462f-b7a1-0c0328740673,1,0,GTS,IS
df579d85-6a23-4a6a-997b-6e91dea63c54,1,0,GTS,IS
e627a75f-33d5-499c-99d9-ec20835bfe0e,1,0,SYS,Core Hardware
c7b905b6-4c1d-4e9a-8e76-1a2228210c62,3,0,SYS,Core Hardware
6361f308-60fa-4275-847a-dad0270d7b47,1,1,GTS,IS
149dd68e-7f81-4993-bb09-aa555b6e9919,1,1,GLMKT,SMB
39b2dfe2-0938-456e-8a4c-c4ceccdbad34,1,0,Cld&DataPltfrm,CloudIntSW
2738a85a-1ed1-4b4c-91b5-dd097b4cb29c,1,0,GLMKT,SMB
bbdce032-9c10-4bc0-96fc-6be6a78fc8f0,14,5,SYS,Core Hardware
28b24dc7-4984-4df2-9e72-a1cead17b248,1,0,GTS,IS
9edadd87-2841-4895-bd17-ce8793a72818,1,1,GLMKT,Digital Sales
6a04a8c5-a572-40a8-a809-957011037bc5,1,0,GTS,IS
77c5b126-449a-4710-b828-36fb2482cbb3,1,1,GTS,IS
8f129c25-5655-4232-9e47-8755d6afcbb8,1,0,Security,Security
f71cd882-1770-46d5-aa7c-d4ea650b5a3c,1,1,SYS,Core Hardware
d3d101b9-46bc-43af-b0b9-1486ead3f7f8,1,1,GTS,IS
2987ff42-6d7f-4000-a733-a5852672998a,1,1,GTS,IS
02b1b528-198f-4cac-bc4c-568666b5a948,1,0,GTS,IS
2b5e9801-9c25-411f-922c-655c3fd6115f,3,2,SYS,Core Hardware
2a1d5169-a8b7-4cc3-9dee-51f1da976932,1,1,SYS,Core Hardware
d01d3e1f-aedf-4d53-8d2f-8527aea70b0b,6,4,GLMKT,ISU
9c09bdb8-c64d-40b9-a283-fe78f0400887,17,0,SYS,Core Hardware
0b7a3a96-07ac-4924-b850-e88f4a0137c8,1,1,GTS,IS
27bf49ce-8ae8-4b80-900e-8fdd95eb0c06,1,0,GTS,IS
