DOC_ID,DOC_NAME,TOTAL_LIVESENDS,TOTAL_CLIENT_OPENS,OPEN_RATE,CONTENT_TYPE
2402581a-fbfa-48b5-8a46-746604d59e75,IBM Certified Pre-Owned Overview - Client Presentation,1,1,100,Client Presentation
1cbcbed1-ec33-49f6-9734-f5437c20a747,IBM iConnect Enterprise Archive Datasheet,1,1,100,Solution Brief/Data Sheet
0fb5030d-0650-42b1-bd7a-8b64bc358669,Inventory List India,1,0,0,Promotions/Incentives
92220dc4-77c6-487e-aa0f-2285b269ff98,zCX Client presentation _GA_Seismic_2019-Oct-01.pptx,1,1,100,Client Presentation
6d55f19e-c505-4f62-960f-bed86fa6eaaf,IBM Watson Media Offer,2,2,100,Trial
6aa152aa-14f9-442e-a230-625f08377346,Conozca las ventajas de los equipos IBM semi-nuevos Overview Client Presentation Mexico SSA,1,0,0,Client Presentation
01607ab8-996a-4eb9-af02-598de6ee4869,IBM z15 T01 Spec Sheet_2019-Sep-27,1,1,100,Solution Brief/Data Sheet
76466d9a-8d8d-4ebd-99ed-60ffd0dc2b48,IBM QRadar Advisor with Watson Introductory Video,1,0,0,Solution/Product Overview
59d59101-8ad4-4d04-871a-2733497063c7,Agenda_Think_V2,137,1,0.73,Event
b14f22fa-34b3-4f2a-bb07-3c9ecd47b224,"Streaming Survey: Delivering Cost-Effective Premium Live QoS at Scale ""Anywhere,Everywhere""",1,1,100,Research Report
3d3ff82d-476d-4e32-9f84-29652c2eef99,Solutions for Healthcare Success Stories_2019-Oct-01.pptx,1,1,100,Case Study
6b4b8a00-aa24-4fb7-864a-cce0cc8239c4,IBM Storage for Cyber Resilience for Existing Client  VITO Letter German_2019-Oct-09,1,0,0,RFP/Proposal
163be43e-5aa4-4d34-8cad-c65cf1e69f8c,2019 IBM SAP Alliance Client Success Stories,1,1,100,Case Study
bcdcb47b-8406-48b9-a343-6dc368d468ff,Spectrum Storage AI Reference Architecture_2019-Oct-03,3,0,0,Reference Architecture
1c8587e5-b483-4fa7-b6c6-28e27fbfbb88,Why big data overwhelms enterprise networks,1,1,100,Research Report
1ce88669-c111-4883-a209-49756f1c142b,Video: IBM Aspera Overview,5,2,40,Solution/Product Overview
5d2b9d18-1f92-4877-8abd-9104eaf83bd5,Government Interactive | IBM,1,1,100,Solution/Product Overview
e70d9215-08f3-46c7-8e72-6e60c6306fe4,CES Quantum Overview,1,0,0,Event
21810a77-b750-43c6-b124-3d3e0237cb6e,A global retail company,3,0,0,Case Study
9e46205f-075f-4c2b-af21-4bc368bfa4ed,Announcing the availability of IBM Mobile Foundation for Red Hat OpenShift Container platform - IBM Mobile Foundation Developer Center,1,0,0,News
e0bb01a1-0a4a-473b-afa8-ed4998ae250e,Industry 4.0; The Fourth Revolution,1,1,100,Research Report
e68fdd72-a51a-42d8-a558-78371862f320,Watson Machine Learning Accelerator Customer Presentation_2019-Sep-06,1,1,100,Client Presentation
d6bd727a-2d28-4aa2-a8b3-004fb598036e,"Software-Defined Storage for Dummies, Second Edition",1,1,100,Solution/Product Overview
f869bb2f-8016-45d0-bf20-72db74b69039,Storage Solutions for the Edge_2020-Jul-13,7,2,28.57,Expert POV
3edf43a2-0394-4864-94be-4a2d7c7d9c6b,Identity Governance & Intelligence (IGI),1,1,100,Solution Brief/Data Sheet
72a5603f-a756-49ec-b5b5-0eba6271b7cf,Customer Presentation - Global Name Management,1,0,0,Client Presentation
042fdc38-7e78-4d7e-9021-464f1844294a,Higher education: Class is in session: Are your systems prepared?,5,3,60,Solution Brief/Data Sheet
a8cdabf5-3fce-45b2-a6c4-77e3d393136d,ICP VITO Letter_2019-Oct-01.doc,1,1,100,RFP/Proposal
eeda08df-d01a-48ce-9303-764efda15dad,Cloud Ecosystem - 2020 Summit Save the Date,4,2,50,Event
ec60adec-bf7f-4c73-b9d2-99d9559b3661,POWER9 RAS Whitepaper,1,0,0,Research Report
b9b878b1-fc9e-4fa9-8de2-b6784ea1b8bf,Think - CP4MCM Site Reliability Engineering (SRE) Demo,2,1,50,Demo
809dfd64-373c-42fe-8c54-8e5562db7bb5,IBM Executive Reception at CES Invitation,1,0,0,Event
a8473137-b51e-4229-8a37-9720b43d86cd,solution_brief-ibm_spectrum_storage_for_ai_with_nvidia_dgx_systems_86022386USEN_2020-Aug-31,2,0,0,Solution Brief/Data Sheet
c63e9759-8028-41af-94f4-d8df06d3532b,IBM Cisco Post Think 1-pager for clients and partners,1,1,100,Quick Reference Guide/Conversation Guidance
23671b6f-4ce1-4435-af32-e3892ac7e89b,CLIENT PRESENTATION: IBM Storage For Hybrid Multicloud Apr 24 Webinar,20,1,5,Client Presentation
b6bd2814-0027-425e-839a-1f410ce6d7f4,LSF_Simulator_Client_Presentation_2020-Jun-11,3,1,33.33,Client Presentation
1eae2c04-a185-482b-95f7-460d53e21e28,Solution Brief Storage for ADAS and AD_2020-Feb-07,3,2,66.67,Solution Brief/Data Sheet
68b83c14-2d62-4617-b979-9fc26d9d3673,IBM_Spectrum_Conductor_client_presentation__2019-Oct-01.pptx,1,0,0,Client Presentation
d5f3d0e9-ca57-4c0f-9592-a9da6292f428,IBM Healthcare Solutions Guide,4,3,75,Solution/Product Overview
e5a6dab0-b32d-450b-93a6-ba59f5599500,Data Sheet:  IBM Aspera Shares,2,1,50,Solution Brief/Data Sheet
aa755a02-749b-41a7-8351-0f258e83965c,Solution Brief - Optim Data Privacy,1,1,100,Solution Brief/Data Sheet
b763a646-946d-49e7-8cf3-526947647c71,IBM Security Guardium for z/OS,1,0,0,Solution Brief/Data Sheet
ca04f4e5-3088-476f-949a-e91d8a2e8741,Dont_2019-Aug-14,1,1,100,Code Patterns
05338b2c-8681-4d02-aa49-ff2dcb61ca6a,Intro to IBM Aspera_Full Federal Overview_July2020,1,1,100,Client Presentation
dd943268-6bea-4026-b6e7-993df1cf6582,Storage for Red Hat OpenShift Container Platform Sales Play_2019-Oct-01,1,1,100,Client Presentation
fc16282b-5eba-4a18-a58a-cdd5415b99f6,Beyond the Great Lockdown: COVID-19 Action Guide for Executives,14,5,35.71,Research Report
f4afddea-0414-4272-9852-018cf648a278,John Wheeler Livestream: REPLAY,9,5,55.56,Expert POV
a4890ee1-0874-404d-9c43-a8b76d9d353c,IBM VDP for IBM Cloud,1,1,100,Solution Brief/Data Sheet
f01fe485-bc41-4a82-a540-6917761f3078,IBM App Connect: What users are saying on G2,1,0,0,Messaging/Competitive Positioning
274e606d-833b-40c6-aae8-c923b5a09e18,Storage Suite for Cloud Paks Client presentation_2020-May-20,2,2,100,Client Presentation
1c134148-d88b-4162-a8c6-2b784cd37e17,A Technical Whitepaper on the State-of-the Art in High Speed Transport Direct-to-Cloud Storage,1,1,100,Research Report
96ff27b7-6e92-4ab0-9919-9e44d40f90e6,storage-for-ai-blueprint-designing-end-to-end-ai-data_73030073USEN_2020-Feb-06,2,2,100,Reference Architecture
fb744b5f-434d-4c13-b3a7-1cc556f4c4a8,Watson Assistant for Agent Assist - Engage,1,1,100,Sales Kit
a469e3b3-87cc-444f-b5ce-f84099bf0beb,IBM Public Cloud Client Story One Pagers,11,7,63.64,Case Study
a5ef2e34-b9d6-4c69-8537-e8482248c00a,Japan - 技術よりな人が最初に読む：IBMCloud柔らか層本.3.1,1,0,0,How-to-Guide
ebc97ea7-f0be-43ea-b3a9-297f31d587a5,External - Db2 11.5 Packaging and licensing,2,2,100,Seller presentation/Enablement
d896534f-74d1-4b2d-b484-73f87c9be359,Cloud Object Storage COS Client Presentation_2020-Sep-03,5,3,60,Client Presentation
cfd5a0c9-ad25-4301-a48c-e81bc2e458ab,Cloud Object Storage COS for Data Protection Client Presentation_2020-Jul-24,3,1,33.33,Client Presentation
27620b7a-5c90-4738-a392-a80ede3c107f,Presentation: Accelerating MQ with IBM Aspera fasp.io Gateway,1,1,100,Client Presentation
a86c77c8-18ad-494d-9243-ddae46829458,Sysdig + CP4MCM Value Prop,1,1,100,Client Presentation
b6455b57-229c-4944-8dde-7b8a63162087,CP4MCM CloudForms Overview,3,1,33.33,Client Presentation
19c01ab1-5ee4-43db-89a1-130b6f53d05a,Japan - Power VS on IBM Cloud ご紹介(IBM i),1,1,100,Client Presentation
8fdc4f6f-194a-4409-bfce-6a2f9d17ee38,MDM Cartridge Customer Facing Deck,1,1,100,Client Presentation
810ee0ac-697b-42f0-98a0-f0fc83a3ac22,Spectrum Scale Client Presentation_2020-Jan-15,2,1,50,Client Presentation
bf5e1292-169f-4178-80b3-0e0df0229e6b,Demo-Spectrum Scale for OpenShift_2020-Jul-02,1,1,100,Demo
19fcfc0e-124a-4233-a74d-0eff69cf2588,Customer Presentation - Reference Data Management in WKC,1,1,100,Client Presentation
c2b41a1b-aa9e-4463-8c05-7c7b0e1eca90,IBM Cloud and Red Hat: Hybrid Cloud for SAP,3,2,66.67,Client Presentation
4e5521c5-75af-4d33-a6b4-c60a45afb1b8,Spectrum Copy Data Management for Oracle Whitepaper_2019-Oct-01.pdf,2,2,100,Expert POV
130151c1-e682-49f8-a582-faae64d534f1,Spectrum LSF Suite V10 2 Client Presentation_2019-Jul-29.pptx,4,4,100,Client Presentation
eddfdbe6-e850-4484-b7e2-04c0907a5335,IBM Data Tech Summit 2020 Invite_2020-Sep-01,154,5,3.25,Event
38c63c85-1cc7-4f71-9119-a213b03bd3a1,ISICC Briefing Service,1,1,100,Client Presentation
db8b19fd-fb3a-4fea-a746-a73f07f8c317,Monitoring - Value of CP4MCM,1,0,0,Client Presentation
34197cdb-1752-47c4-8fe0-c99f32a90f2c,Public Cloud Client Quantified Benefit Statements 2020,3,2,66.67,Client Story
7bcf4294-2e42-4493-9f79-de73138ea412,ICAM Demo,5,1,20,Demo
6b3d500c-62c2-4747-9e65-f964d06e8020,Data Sheet: Aspera FASP Security Model,1,1,100,Solution Brief/Data Sheet
82e8a7cd-67a1-4011-b618-81c710ba3112,Reduce operational cost and ensure supply chain continuity - (1) - Client Example,1,0,0,Case Study
1198b8c5-5f7b-45af-b1b1-b028bc0cbaf3,IBM Cisco Alliance Client Presentation,3,2,66.67,Client Presentation
e1836fd7-3f67-4cfc-9e33-4183604e3cbf,IBM Security Guardium Data Protection for Files,3,3,100,Solution Brief/Data Sheet
4dc1922e-38f3-4d83-b32b-9549b6a73404,Cloud Native Client Presentation,2,1,50,Client Presentation
ab2a2b8e-c927-463b-8eef-b39ced602482,IBM VMware Mission Critical Workloads - C-Suite Brief,1,1,100,Solution Brief/Data Sheet
a7f75f1a-0411-49b1-8cb6-29799ab1ca26,Metals COVID-19.Response,1,1,100,Client Presentation
b3a867ef-ce3a-4c3b-9a7a-6f6d2a28a02c,Building the Cognitive Enterprise    A blueprint for AI-powered transformation,1,0,0,Research Report
e0625bc2-ff92-4657-8339-dd61abb76129,Fletcher Previn Q+A,2,2,100,Expert POV
b7f85302-99ff-431d-92f6-379fb1c13823,Client deck: IBM Security Trusteer - Protecting the Remote Workforce,1,1,100,Solution/Product Overview
928237db-388a-416e-9857-b5f777bab300,IBM Elastic Storage Server Quick Proposal US English_2020-Mar-04,1,1,100,RFP/Proposal
64b7615e-251a-400d-81fa-14414be8145c,Watson Machine Learning Accelerator Data Sheet,1,1,100,Solution Brief/Data Sheet
ae9252e1-dde3-4aef-87ca-1b09b5cc68b2,IBM Security Guardium Insights data sheet,1,0,0,Solution Brief/Data Sheet
cd8e46d7-bd94-40c1-9755-c30e0288f8e0,O6_Client Presentation,1,1,100,Sales Kit
e63d3550-5759-46f9-b115-0d0dfd6e7f03,Tahola Epos sheet - IBM,20,0,0,Solution Brief/Data Sheet
92a90dbc-d9d6-4849-8934-e0f9620e4adb,Webinar - Flexible Fulfiment 30 June (with link),223,1,0.45,Event
2087b6f6-38cf-4bd7-ba6d-a56fdc2e1387,UrbanCode Velocity flyer,2,2,100,Solution Brief/Data Sheet
65b77701-3ec2-475e-a8c0-2aaf8ad4ab8a,GHHS-ProgramIntegrity-IBM Health Forum_Agenda,1,0,0,Event
9ce579ab-9e76-41f8-a6d3-15c97011a318,What is Istio?,1,0,0,Expert POV
a0ebfb6e-35d8-432b-b9d3-8184b0912faa,Blockchain Value Chain Consumer Client Presentation,1,1,100,Client Presentation
579013cd-10ca-4766-bf1d-474baab8948c,State of Salesforce Survey Link,73,5,6.85,Use Case
96d4eb37-2980-483b-8026-477e8b03c695,General Invite,7,1,14.29,Event
52be3051-93f0-4a86-9690-60942f518968,VMware - Business Continuity in the Cloud Offer Overview,1,1,100,Promotions/Incentives
d6ba293a-f2aa-4368-9b44-f860514309b7,IBM DS8900F Data Sheet_2020-Aug-07,18,6,33.33,Solution Brief/Data Sheet
92279356-0732-400a-9883-b59df66625a3,IBM HR Leaders Are Guiding Health Organizations to Reimagine the Future,398,3,0.75,Messaging/Competitive Positioning
0ec8cbb3-c1dc-47ae-a498-7a48054485af,Sterling payment solutions - Solutions Brief,5,0,0,Solution Brief/Data Sheet
92ce92bf-0ef6-4a0b-8706-79175fbbf4f2,COVID-19 Client video - Client Storage Assessment_2020-Apr-06,1,0,0,Announcement
f97c6f45-939f-4fd9-989c-be16a31c54e9,Spectrum Storage Suite VITO letter_2019-Oct-01.doc,1,1,100,RFP/Proposal
df0fe92a-e50c-4b91-9e74-d2c6ea48a8ba,Client Presentation: Red Hat OpenShift on IBM Cloud 2020-04-24,1,0,0,Client Presentation
b3154331-a414-4b36-81d1-6bf907aa1c5f,Hybrid cloud narrative elevator pitch,1,1,100,Expert POV
d1a5a6f1-812f-4159-88f5-75c1b678cbaf,IBM Security Secret Server 10.8 Overview - Client Deck,1,1,100,Client Presentation
a467ae3b-0e97-400e-916c-29ad1919a5f4,Cloud Pak for Multicloud Management 101 Client Facing,1,1,100,Client Presentation
97afd232-365a-4f2e-9e5b-e532c4e1a8b1,DS8880 Data Sheet_2019-Jul-29.pdf,1,1,100,Solution Brief/Data Sheet
5481d199-29e3-4736-a682-150a1ecc43d5,Building the cloud you want with the infrastructure that your clients need_2020-Aug-07,8,3,37.5,Expert POV
a97dfeda-47f0-48ef-a816-20b1904d178b,L'Oréal + IBM: A Makeover for Industry 4.0,1,0,0,Case Study
cb3cc429-9f30-4138-94ae-a1be66d874e3,Activate your North Star - Customer Experience to Enterprise Experience,1,1,100,Research Report
10c55238-61c7-4764-a1f5-fe908d9fe089,Registration form - Spectrum Discover_2020-Apr-03,2,0,0,Trial
6d261f57-6873-4e41-b719-a70153fc7333,Cloud Pak for Multicloud Management Client Facing 201,9,4,44.44,Client Presentation
70b02e77-6269-4156-9697-1d97de303abf,Recession Ready: Leveraging Smarter Contact Centers,3,2,66.67,Expert POV
93f0cf66-8c0e-42ea-93e4-d9e9977f4861,Gartner Magic Quadrant for CRM and Customer Experience Implementation Services,1,1,100,Research Report
55cbed6f-00ae-4215-8fc8-ed039d542891,Seller Enablement Deck - Mission Critical Workloads for VMware,2,0,0,Client Presentation
73b61a10-f140-499b-b503-f909ceadbdd6,NPS Base Offering Overview May 2020,1,1,100,Client Presentation
2e59114c-bc10-4ddd-9736-dc6cca1c53fa,Executive Summary of IBM Security Resilient TEI Case Study,1,0,0,ROI/Assessment/Calculator
61040ba6-a61a-445b-846e-3b70ba4c0857,1.1 - Introduction to IAM Whiteboard,3,1,33.33,Seller presentation/Enablement
74e81815-ed95-4e86-85c7-9521b9196828,COVID-19 Client video - short - Spectrum Discover_2020-Apr-07,4,0,0,Client Presentation
83899abc-9821-4474-9227-b48055c8c4a4,Watson AIOps 201 Deck: Proactive Incident Resolution,1,1,100,Client Presentation
113ada14-a944-4d34-a987-5101eabfa07b,IBM TS4500 Tape Library Data Sheet_2020-Aug-07,7,5,71.43,Solution Brief/Data Sheet
20d60bbd-c2d3-4353-9b93-ff01b8fb6cf0,DS8900F Data Sheet_2019-Oct-01,4,3,75,Solution Brief/Data Sheet
da6945c8-be06-4d0b-89d8-ffe59567b6b6,IBM Food Trust,1,0,0,Messaging/Competitive Positioning
715cd933-d6dd-4d31-ba70-7611d9671556,Build Smarter Supply Chain client-deck,1,1,100,Client Presentation
aa5c9bd4-9a18-4f28-b3fd-6080aba78336,TS4300  Client Presentation_2019-Oct-01,1,1,100,Client Presentation
e1eef848-4f12-483d-89e9-49810faed3d3,DS8880 Safeguarded Copy for Cyber Resiliency Flyer_2019-Jul-29.doc,1,1,100,Reference Architecture
fefb1a1e-72fe-4f76-b526-7ce509777a80,Build resilient business operations Covid 19 client presentation,1,1,100,Client Presentation
efeb3fe7-06cd-4f09-a00c-84f5e4a0a19b,IBM TS7700 Virtual Tape Library Data Sheet_2020-Aug-07,13,5,38.46,Solution Brief/Data Sheet
c7d9bf0e-4c0d-4c9f-8b2f-8dbd54f469c2,Affordable payment plans for IBM Sterling solutions,1,0,0,Solution Brief/Data Sheet
d87116b7-59ea-4a72-9589-83c251acd060,Forrester Personalization Demystified: Enchant Your Customers by Going from Good to Great,8,3,37.5,Research Report
10bad482-f74a-4dc2-a8ed-e8e5a646f039,TS4500 Client Presentation_2020-Aug-17,3,3,100,Client Presentation
a141ea10-cacf-42dd-8667-312f69e999c8,Spectrum Storage Suite Client Presentation_2019-Oct-01,1,1,100,Client Presentation
c5399fbd-a10a-4954-b6f0-2f61a1c23cc2,COVID-19 Client video- Spectrum Discover_2020-Apr-01,2,1,50,Solution/Product Overview
7563dcc9-37a3-431c-90cf-c594e1ad6abe,20 Questions for Z Systems Virtual TapeVendors Whitepaper_2019-Oct-01,1,1,100,Expert POV
33f6d48f-9e61-4854-971e-240e016976a5,Registration form - Spectrum Scale_2020-Apr-03,3,1,33.33,Trial
6558c868-a441-4afe-b30c-f16ccb47735a,AIX Strategy Paper_2019-Oct-01.pdf,1,0,0,Solution Brief/Data Sheet
0dc79128-1a9b-4419-92a9-2a0cd7f03ade,App Connect - Enterprise 201,4,2,50,Client Presentation
905cc054-5455-4390-aca9-7fc2d1938e8c,App Connect - Healthcare 101,1,1,100,Client Presentation
4f56b2f0-f574-4652-b6ac-2aa7d58fe709,Zaproszenie Think Digital Summit Poland 31 August,1,1,100,Seller presentation/Enablement
e75a43ba-c49a-4858-b97f-0e77f720ee78,Énergie NB Power Client Reference,1,0,0,Case Study
744ce02d-47ea-4712-affb-ee6732d38a09,NZ Migrate to NPS,1,0,0,Client Presentation
c7b443c7-7553-4b19-be15-e22ed69ffc8a,"Client Deck: Modernizing Operations Management, a Journey - NOI",1,1,100,Client Presentation
2c301e4b-a956-443c-923b-fd5bc438d954,Client 201 Presentation - Intro to Cloud Pak for Automation,6,3,50,Client Presentation
861474f3-bd30-4095-bb6b-abd928e15dab,DTE Cloud Pak Demo Environments Quick Reference Guide,1,0,0,Case Study
39584496-19a4-47bc-9324-5042dbf54575,Aviation Overview,1,1,100,Client Presentation
6b8bfa53-8492-4c30-975a-d12627c414a3,"Forrester Wave™: Enterprise Insight Platforms, Q1 2019",1,0,0,Expert POV
7c949601-11ad-422e-83d1-652ee5f455ac,IBM i Solution Editions Customer Presentation_2020-Jun-06,1,1,100,Client Presentation
2c0dabce-968a-4f79-b9bf-6857e2a90d01,IBM Food Trust Value Proposition Pamphlets,2,2,100,Solution/Product Overview
757a5d4c-c0cb-4867-a7d5-71ad5ba4ca6d,Netcool Overview and what is new July 2020,1,0,0,Client Presentation
24d7e7e2-ff94-42c5-8b1f-292158b0ff0c,T&T Covid New Offerings for the New Normal,1,1,100,Expert POV
b304c9b0-2454-4c25-9127-a7befea88ca7,IBM_Data&AIVirtualForum_Invitation23rdJuly2020,14,0,0,Event
c8695932-eaf2-4cd8-843f-332b6a9ac223,Guardium Insights: Incremente la visibilidad de las amenazas y riesgos de sus datos,2,1,50,Event
6d5de378-683c-4fcb-b337-69926213427a,OpenShift and IBM Cloud Paks on Power - Client Presentation,6,4,66.67,Client Presentation
dd3c75f5-7192-4816-9b87-b1ae944d90e5,H2O Driverless AI with IBM Power Data Sheet_2020-Aug-28,2,0,0,Solution Brief/Data Sheet
1a4f6cc3-42df-4bb2-84ce-42bf531099d4,IBM PowerVC Client Presentation_2019-Jul-29.pptx,2,0,0,Client Presentation
045648db-791b-49a7-8d11-fbe2aa95951e,AI Starter Kit Client Presentation_2019-Aug-26,2,1,50,Client Presentation
edb41ef5-7c70-46a3-93e8-7c6be4a46609,App Connect - Client Deck,3,2,66.67,Client Presentation
0b31723a-1568-433a-8b01-e43a9248d015,App Connect - 301 App Connect for Healthcare,3,2,66.67,Client Presentation
eba852e6-5e41-4d3c-a8d2-1af52b118f0e,IBM Video Analytics Data Sheet_2019-Aug-15,3,0,0,Solution Brief/Data Sheet
37a181f4-72c3-4f72-85cd-54979106a481,PowerSC Client Presentation_2019-Jul-29.pptx,1,0,0,Client Presentation
de73f9be-a38d-4127-ac57-c948d3293f24,Upgrade to Power9_Multi - Touch Prospecting Campaign_EN,6,4,66.67,Quick Reference Guide/Conversation Guidance
3320bb8b-0fe2-42c1-8475-dc3ba97479e5,AI Outcomes: Client Presentation,1,1,100,Client Presentation
e397091a-8dd5-489c-8661-114ee7fd6058,IBM i 7.4 Client Presentation_2019-Sep-30,2,2,100,Client Presentation
2c3eb6d5-f2cb-4954-b0b3-55e683bfd1d4,Client Presentation - Scale out serves_2019-Oct-01.pptx,3,2,66.67,Client Presentation
d0f3b465-01d8-4566-889d-e90f709bfba3,BASF Case Study,7,6,85.71,Case Study
4c4493c1-d512-46ea-b557-9ed0fa2c6dbf,VMware Migrations to IBM Public Cloud for Regulated Industries,1,1,100,Client Presentation
af3838b2-f78f-48d5-891f-79671e92edf2,Large Multinational Retailer,1,1,100,Case Study
487b8a5a-7faa-40c0-bf3c-17fb6622d9a2,GRC Virtual Summit Invitation,1,1,100,Event
dda14dcf-c746-4671-8c15-2cd9710680b7,Acoustic Marketing Cloud in more detail,3,0,0,Client Presentation
1806473b-e842-4b6a-bd35-c549cd453650,IBM Demos: Cloud Pak for Integration,1,1,100,Demo
689d5df5-f07a-47b4-858e-9be245a4069d,"Data and AI Virtual Forum Invitation - July 23, 2020",1,1,100,Event
34c127ae-7689-4fe0-8dc1-1f087647c968,AIX Client Presentation__2019-Oct-01.pptx,3,0,0,Client Presentation
39162fc8-13b4-4203-8e2d-d4c81333f687,Ag Decision Platform Solution Brief,1,1,100,Solution Brief/Data Sheet
24c4d9e3-b121-4eda-8c45-571365956d99,Quick Reference Guide - Sales Brochure for SAP on VMware,1,1,100,Other
5432698f-ecaa-4233-9249-f30052461827,TEMPLATE_Brochure_Making Remote Working Work,1,1,100,Client Presentation
3439cbd2-3ca1-48ba-89dd-b6d2973e0864,Agile Integration - Public landing page,1,0,0,Solution/Product Overview
3a4bff99-9437-4e21-bfd6-98df2d148bab,E950 and E980 Client Presentation_2020-May-13,8,4,50,Client Presentation
50c5f4db-7e8c-4b1e-9faf-9be1d1d0406d,OpenShift and IBM Cloud Paks on Power - Client Presentation _2020-Jun-25,5,4,80,Seller presentation/Enablement
c309df94-a558-40a8-8d79-6aca51663692,AIX  Seller Presentation_2019-Oct-01.pptx,1,0,0,Client Presentation
2402d762-483e-46c4-b164-c4342e8a5c7e,Data Virtualization - Cloud Pak for Data,1,1,100,Other
6b1d4cbe-296e-480e-8b17-851f62aff33c,Partner_July09_Webinar_DO_assets,1,1,100,Seller presentation/Enablement
2ea92dd2-8980-4160-a0d8-2420d7ada0dc,IBM PowerHA SystemMirror for Linux Data Sheet_2019-Jul-29.pdf,2,2,100,Solution Brief/Data Sheet
49286907-d101-43ee-a099-1ef219ec707c,IBM i Strategy Paper_2019-Oct-01.pdf,8,5,62.5,Solution/Product Overview
e1067c44-986d-4132-8114-942bbd16702b,IBM PowerVM Client Presentation_2019-Jul-29,1,1,100,Client Presentation
6145713f-c1e0-4c82-b0d7-ade6b6e2d9b7,Watson-Health-Imaging-Overview-Deck,2,0,0,Client Presentation
ce584d19-4fd4-4837-9197-10b709e2aafe,IBM Power Systems - Enterprise AI Brochure_2019-Jul-29.pdf,1,0,0,Solution Brief/Data Sheet
c37a157c-af9c-4104-b51a-859e0f116f4f,CRO OpenPages Letter Opening New Doors,1,0,0,How-to-Guide
7d8c077d-f2a2-4b61-999d-a0d994887dc6,"Anthem, Inc. | IBM",62,18,29.03,Case Study
bf6b7397-4318-41d4-b7f8-ebaa1558c171,IBM PowerVM Data Sheet_2019-Jul-17,1,0,0,Solution Brief/Data Sheet
83dcc66c-09bf-43f7-a193-a85d2f7d276d,Automation Decision Services Walkthrough Video,1,1,100,Solution/Product Overview
cf83df53-2f5e-4154-8569-c18e468efd4c,IBM MaaS360 with Watson Client Presentation,1,0,0,Client Presentation
9a2a9a38-9670-4bd4-b7df-2cb8e8034211,Working in the new normal - EE&U,2,0,0,Client Presentation
2321a9bb-34ba-4eb3-b6ee-e7cca4d20f7e,Solution Brief - Cloud Pak for Data System with Performance Server,1,1,100,Solution Brief/Data Sheet
da103ed5-ec1a-418d-9b24-520d62785eff,Forrester Total Economic Impact (TEI) Business Value Assessment for Cloud Pak for Data,99,1,1.01,Expert POV
650c4df0-bfb0-4c61-bdf9-63d213e6f520,Entry Point Use Cases - Cloud Pak for Automation,2,2,100,Client Presentation
5a506f42-5fd7-4651-816f-8cdd2775c830,Field Guide: App Modernization,1,1,100,Expert POV
fe5d497c-55f9-4a6a-a72d-176a45cdfa30,Solution Brief - IBM OpenPages Cognitive Driven Integrated GRC,2,1,50,Solution Brief/Data Sheet
4842e76f-6d5d-465a-9304-808ca38675cc,Power to Cloud - Client Leave Behind,1,1,100,Solution Brief/Data Sheet
b80a956d-75ae-44c8-a6e7-b63f65367b3d,Client Presentation - Cloud Pak for Applications v4.2 2020,3,1,33.33,Client Presentation
9a0060c8-598d-499d-bff1-a28cfd7e27f9,Red Hat OpenShift on Power Deep Dive_2020-Apr-23,1,1,100,Client Presentation
b5265efa-b114-41f5-abcc-6e9b990257bd,OpenShift 4 3 and Cloud Pak Reference Architecture_2020-Jun-12,7,2,28.57,Reference Architecture
d38a95f9-9343-4fb8-9751-b2466831ed0f,Red Hat OpenShift for IBM Cloud service_email template,1,1,100,Template
56b5ec8a-e610-42e5-95bc-f8012b393c30,Brochure - Cloud Pak for Data (5/1/20),38,14,36.84,Solution/Product Overview
b865304d-dcc0-4619-9b4a-ae9023489b45,Client 1-Pager Red Hat OpenShift on IBM Cloud Kubernetes Service,4,0,0,Solution Brief/Data Sheet
a44d1b46-8bec-4c6e-8b26-45ebc16212de,AC922 Spec Sheet_2019-Jul-29.docx,8,2,25,Solution Brief/Data Sheet
6e7457d3-0021-4189-b471-65410b37086e,Stakeholder Management Solutions - Technical White Paper - 2019,1,1,100,Solution Brief/Data Sheet
7036ef9f-f981-4dfb-9c88-baf0e3cb39f4,SECURITY OVERVIEW: IBM Assessments,1,1,100,Client Presentation
6e90e4ab-3951-46b5-b88e-4d2de45683ea,Proposal Template - Cloud Pak for Integration,2,1,50,RFP/Proposal
e73551dc-135a-4682-ba32-3942c426efd0,IBM Storage FlashSystem 5100 Quick Proposal BP  US English_2020-Feb-12,1,1,100,RFP/Proposal
4be4a56f-f915-48a4-ae92-f928058b7e14,Treatment Pathways - Solution Brief - June 2020,1,0,0,Solution Brief/Data Sheet
a12b0d52-0bb0-4a3e-93bc-6f54dc825f3a,IBM Cúram Identity Intelligence,1,0,0,Solution Brief/Data Sheet
933d8577-529d-4c64-be1d-0736a6978310,Cost of Data Breach Public Sector,2,1,50,Client Presentation
f5f77f8b-ed58-476b-99a2-2b277d399894,IBM Services and Capabilities Explainer Video,473,0,0,Seller presentation/Enablement
5e0ca3ce-91a2-4aa7-a465-3803b0bba314,Workplace Virtualization services - Client Presentation,1,0,0,Client Presentation
a3606965-ec77-49c3-8be9-c386eee82e6d,IBM Services_Think Digital Intro Flyer,1,0,0,Event
